GeneID	GSM1122673	GSM1122674	GSM1122675	GSM1122676	GSM1122677	GSM1122678
105376673	0	0	0	0	0	0
284661	0	0	0	0	0	0
105376674	0	0	0	1	0	0
105376679	0	0	0	0	0	0
107985376	38	26	16	15	27	8
55966	0	0	0	1	0	3
105376680	0	0	0	0	0	0
102724429	0	0	0	0	0	0
105376681	0	0	0	0	0	0
105376682	0	0	0	0	0	0
107984911	0	0	0	0	0	0
105376686	0	0	0	0	0	0
100616421	0	0	1	0	0	0
261734	1882	1471	1481	1708	1640	1364
8514	26664	20809	25653	28458	29069	37742
26038	1782	1289	727	455	321	134
105376687	0	0	0	0	0	0
6146	52391	45192	53110	46029	49175	66968
107985733	377	225	314	293	354	456
102724450	5	12	9	2	2	3
388591	103	89	58	39	38	27
23463	11244	10351	9017	5717	5657	6138
148645	33	42	48	34	44	64
390992	0	0	0	0	0	1
387509	197	143	71	125	165	69
11332	6314	6300	5172	3083	3062	3000
54626	14	11	13	15	5	7
83715	392	281	292	196	86	127
100422975	0	0	0	0	0	0
8718	511	220	347	299	162	320
57449	39	18	52	30	16	43
79707	2653	1925	1824	2016	1810	1665
80835	0	2	1	4	3	3
107984912	0	0	0	0	1	0
3104	3825	2779	3890	4730	4680	4988
9903	5161	4560	4304	6897	7543	7163
107984913	31	18	32	55	57	59
148479	4432	3887	4087	3320	3447	3275
90326	3137	2852	2641	2611	2856	3042
55735	8068	7356	6896	6371	6709	7704
100505887	0	0	0	0	0	0
110841581	23	35	46	26	31	34
23261	3505	2955	3183	3468	3576	3956
105376692	0	0	0	0	0	0
102725193	0	0	0	0	0	0
101928836	1	0	0	0	0	0
105376691	0	0	0	0	0	0
105376689	19	9	21	40	12	21
9341	7038	6487	6172	5392	6287	6571
8863	2205	1795	1625	1303	1123	1271
10911	405	196	54	227	203	32
3604	202	138	204	127	181	130
11315	24269	22828	20115	17973	19846	21616
54206	41	27	45	54	87	89
107984915	0	0	0	0	0	0
102724539	0	0	0	0	0	0
105376695	0	0	0	0	0	0
50651	4	4	4	10	13	8
473	12035	8202	9125	11094	10005	8783
102724552	8	1	6	11	3	3
106632271	0	0	0	0	0	0
2023	185044	165455	161109	197559	243606	247660
102465436	6	6	6	6	10	5
100505975	34	25	33	28	31	55
112268261	2	5	5	3	2	5
765	1	0	0	0	0	0
155184	0	0	0	0	0	0
6518	85	67	73	161	111	235
80045	715	515	422	425	479	458
106614088	781	274	1053	1038	582	892
407040	8	3	9	13	9	17
102724571	189	154	308	225	327	511
9563	6323	4837	5632	4830	5012	5761
80176	638	620	318	1052	2080	739
100506022	171	151	167	211	228	194
84275	3186	2977	2987	2173	2514	2952
199953	3913	3681	3185	2430	2489	2419
107985734	114	111	126	95	108	96
105376712	5	2	6	13	10	2
5293	11760	8797	9679	13900	15134	16433
644997	23	9	13	33	36	30
101929074	529	481	520	488	519	523
22883	14662	11974	12143	18050	21281	17666
56998	3643	3533	3419	2915	3542	3778
105376717	203	188	161	159	188	182
84328	6140	5220	5302	4870	5465	5586
64802	2000	1443	1780	2275	2607	2807
113391335	2	0	0	0	0	0
100847055	0	0	1	0	0	0
116362	1	0	1	11	17	2
10277	13028	10906	11348	15348	17239	18334
23095	4347	4036	3771	4239	5747	5562
105376725	1	3	4	11	8	5
5226	43875	39894	35642	47856	59562	50883
100526739	776	726	649	372	323	430
378708	949	890	789	457	404	519
1325	49	34	37	22	11	10
1676	8421	6736	7257	6941	7460	8088
5195	2776	2630	2691	2972	3564	3639
54897	381	417	304	160	211	162
105376733	0	0	0	0	0	0
105376735	0	0	0	0	0	0
148345	49	54	30	131	148	120
23435	22901	19950	18217	16566	16609	18002
10747	163	147	251	193	140	209
6723	10487	10397	8132	3987	3103	4784
5394	13256	11824	11234	10671	11278	12301
105376736	393	364	307	304	358	344
2475	14736	12272	11308	12594	12900	13630
100873935	198	178	147	179	169	182
10218	3	7	0	1	5	2
29914	3647	3416	3345	2273	2248	3313
105376737	0	0	0	0	0	0
105376739	0	0	0	0	0	0
105376740	1	0	2	1	0	0
57540	18	15	15	15	13	14
112268221	2	0	0	0	0	0
101929181	0	0	1	0	0	2
26232	219	177	64	38	75	11
93611	869	582	699	981	1259	1087
26270	1359	1087	528	1028	1553	842
10459	4767	4583	3763	3362	4118	3371
374946	43	17	28	39	33	22
57085	5775	5403	3963	3273	3993	3221
284498	2956	2253	2108	3972	4057	3573
102724659	0	0	1	1	0	0
4524	13462	10398	9861	18197	18971	16025
1185	5779	3917	5069	7591	7608	8172
100379251	850	505	706	1063	1004	1076
4878	102	64	94	129	102	92
4879	0	0	0	1	0	0
26829	1	4	2	2	1	6
90231	7876	7244	7380	8394	9947	9568
5351	8299	8023	6343	8393	11528	9071
9927	18089	15664	15227	19094	21168	21308
60672	2990	2641	2860	2924	3209	3226
102466982	3	2	6	2	5	3
943	378	321	193	234	249	167
102465836	34	30	14	50	66	33
7133	2748	2278	1332	5608	7089	5465
100616438	0	0	0	1	0	0
107984917	0	6	4	4	5	8
55187	11372	8571	7766	12241	12477	12323
677885	15	20	9	12	11	8
105376744	3	7	3	19	16	8
9249	19	25	33	34	37	51
102466722	0	0	0	0	0	0
343066	0	0	0	0	0	0
126767	0	0	0	0	0	0
93190	0	0	0	0	0	0
390999	0	0	0	0	0	0
65121	0	0	0	0	0	0
105376745	0	0	0	0	0	0
440560	0	0	0	0	0	0
343069	222	182	178	140	168	195
65122	0	0	0	0	0	0
400735	0	0	0	0	0	0
343071	0	0	0	0	0	0
441871	0	0	0	0	0	0
440561	0	0	0	0	0	0
101929983	0	0	0	0	0	0
649330	6	6	4	6	5	8
441873	1	0	0	0	0	0
649324	1	0	0	0	0	0
440563	97	92	83	65	82	95
645354	1	0	0	0	0	0
645359	1	0	0	0	0	0
101060301	24	26	21	18	18	25
343070	1	0	0	0	0	0
400736	0	0	0	0	0	0
391003	0	0	0	0	0	0
343068	0	0	0	0	0	0
391002	0	0	1	0	0	0
645382	0	0	0	0	0	0
653619	1	0	0	0	0	0
729528	0	0	0	0	0	0
645414	0	0	0	0	0	0
391004	0	0	0	0	0	0
645425	0	0	0	0	1	0
126755	0	0	0	0	0	0
102724856	0	0	0	0	0	1
107984918	0	0	0	0	0	0
10630	0	0	0	1	1	1
107984919	0	0	0	0	0	0
105378612	1	0	1	0	0	0
105376756	0	0	0	0	0	0
7799	5735	4206	3876	5865	5628	4945
23254	912	915	537	310	250	316
107985467	0	0	0	0	0	0
107985468	0	0	0	0	0	0
105376762	0	2	0	0	0	0
105376759	0	0	0	0	0	0
107985469	0	0	0	0	0	0
200197	28	30	16	33	56	79
55092	1439	1062	1497	1189	1422	1557
727684	0	0	3	5	1	0
114827	7	5	5	14	27	10
101927417	1	0	1	4	6	3
101927441	19	4	20	11	18	13
79180	17045	14936	12747	11426	15376	10851
11330	2	2	1	0	1	2
63036	80	52	83	11	40	9
105376767	4	0	2	1	2	4
51032	119	123	113	31	59	20
842	2395	2001	2160	2319	2708	2764
23341	3686	3252	3275	4302	4960	4406
107397391	0	0	0	0	0	0
79814	570	397	510	266	160	334
84301	11927	9782	7819	6436	5973	6091
6248	1917	1636	1217	1120	1130	1114
23207	13365	11514	13706	16943	20549	21507
284723	160	111	206	257	205	256
110806303	11	3	8	14	7	16
388595	0	0	0	0	0	0
54751	3	4	3	6	4	1
440567	1634	1552	1443	1138	1345	1404
729614	761	650	917	782	786	1049
23013	25102	17318	17979	21700	19893	20299
7709	4810	3512	4838	4099	3944	4649
149563	0	0	0	0	0	0
27129	5	4	9	6	13	27
1187	22	13	40	18	23	40
1188	132	92	140	84	72	136
348487	2	2	2	4	4	6
1969	430	195	248	62	38	63
101927479	2	0	2	0	0	0
128272	868	659	856	681	572	721
101927546	55	75	34	69	99	57
79363	352	428	293	309	363	348
54455	3927	3331	3119	5038	5633	5612
26099	15332	14416	13941	14501	17800	17956
374955	7919	7449	7562	7708	9272	9795
55707	8865	8212	7173	10662	13889	11368
107984921	93	64	70	100	113	76
114819	315	121	214	291	195	175
26871	31	12	33	11	12	15
107985757	0	0	0	0	0	0
100132147	4	3	35	4	7	36
107985758	1	2	1	0	1	1
7195	0	0	0	0	0	0
55672	1636	1140	1417	2229	2539	2200
105376794	1390	761	1366	1202	663	726
84809	910	546	876	762	532	594
11209	23	12	29	29	23	28
107985736	12	4	10	5	16	12
26869	30	9	28	10	10	14
107985759	0	0	0	0	0	0
284729	1	0	2	1	0	8
100189045	0	0	0	0	0	0
6060	9	4	11	4	3	6
11223	25	10	19	29	16	17
100500876	0	0	0	0	0	0
100189298	0	0	0	0	0	0
112267871	6	3	37	6	3	34
7193	1	0	5	0	0	3
100189183	0	0	0	0	0	0
105376805	72	46	31	95	107	94
791226	0	0	0	0	0	0
26870	7	4	10	4	5	7
9696	2796	2151	2253	2332	2285	2112
4237	139	112	167	439	408	691
105376806	25	17	34	82	70	126
23400	8392	8805	6429	7160	8958	7847
6390	7047	6609	5772	5889	7114	7191
11240	1689	1292	458	1322	1543	1619
105376808	0	0	0	0	0	0
400743	0	0	0	0	0	0
29943	1	0	0	0	0	0
51702	2	0	0	3	1	0
100616188	0	0	0	0	0	0
23569	2785	3125	3341	2101	3030	2906
353238	0	0	0	0	0	0
55920	51453	44617	41273	27580	26762	29046
55160	66	35	9	272	403	40
107984028	0	0	0	0	0	0
81569	28	76	26	19	19	18
105376809	0	0	1	0	0	0
105376812	0	0	0	0	0	0
101927876	0	0	0	0	0	0
84966	0	0	0	1	2	2
105376814	0	0	0	0	0	1
127707	16	15	7	14	18	0
5081	0	0	0	0	0	0
80834	1	0	0	0	0	2
8659	8425	8981	6688	5175	6998	5299
100616120	1	0	2	0	1	1
100302276	2	0	0	1	0	0
126917	5544	4611	5201	2679	3274	3022
105376815	0	0	0	0	0	0
23352	55788	43560	43780	58212	60925	62470
101927895	460	419	551	333	359	456
23065	9809	7909	8668	7114	7235	8954
51154	8171	7881	5827	3576	2894	4171
246181	145	112	124	132	107	125
22977	109	70	80	87	66	84
100506730	402	286	354	353	207	293
8574	5936	5503	4967	5508	5072	5870
54896	1919	1770	1548	2313	2478	2283
832	41916	38719	34843	44576	57422	49131
105376819	3	2	2	15	20	7
105376818	0	0	0	0	1	0
105376817	0	0	0	2	0	1
105378614	0	0	1	0	0	1
440574	5418	4681	4561	3284	3563	3858
100532736	1783	1545	1457	1598	1638	1813
644068	200	199	211	211	221	243
4681	473	424	425	859	846	947
3362	2	0	1	5	1	0
255104	975	941	800	753	934	1046
54546	0	0	0	0	0	0
105376823	2	5	1	4	1	1
23252	1662	1312	1322	1180	1069	968
30814	0	0	0	0	0	0
5320	0	0	0	0	0	0
5322	0	1	0	0	0	0
26279	0	0	1	2	2	1
64600	0	0	0	0	1	0
391013	8	3	3	2	7	0
127733	906	867	260	211	282	66
101928017	47	56	19	3	42	5
105376825	16	13	11	3	2	0
105376826	0	0	0	0	0	0
105376827	0	0	0	0	0	0
105376828	0	0	0	0	0	0
127731	0	1	0	0	0	0
339505	0	0	0	0	0	0
55450	4	5	0	3	9	6
79594	4013	3411	3584	3770	4388	4774
163933	0	0	1	0	0	2
978	29	20	5	87	145	27
65018	2253	2082	2190	3118	4065	3479
102464833	96	105	95	155	238	132
100861548	4122	3681	3708	4106	4769	4545
1650	43636	39662	37444	35533	40601	39184
57576	17	7	15	24	30	15
400745	8	8	13	7	11	15
112268222	6136	4774	6276	5211	5328	6616
50809	28633	23344	28271	24649	25724	29941
8672	22932	20709	18823	31999	36686	27980
105376830	11	9	14	14	20	9
105376829	8	5	12	13	20	5
100302155	0	3	0	0	1	0
1889	17713	16754	15073	14975	17793	13559
100506801	18	4	7	7	4	1
105376832	0	0	0	0	0	0
84224	1763	1178	1500	1880	1698	1783
249	36	22	35	22	27	19
105376834	0	0	0	0	0	0
5909	445	419	371	984	1295	1059
84196	18934	14937	18248	16736	16943	18359
401944	3435	2097	2690	2034	2007	1691
3339	43183	25464	28147	23146	21994	15949
23436	0	0	0	0	0	0
10136	0	0	0	0	1	0
101928043	20	11	25	11	16	24
29092	1536	1537	1107	1758	2041	1756
112268223	94	100	53	73	109	66
998	39139	36661	31334	46569	60065	57678
54361	2	0	1	5	1	9
105376845	1	10	4	3	4	2
105376850	1	0	0	4	0	4
107985377	0	0	0	0	0	0
100616433	0	0	0	0	0	0
105376856	0	0	0	0	0	0
9923	7261	5363	5913	7935	7624	7987
2046	4	5	1	1	4	1
102466615	0	0	0	0	0	0
712	1592	1260	281	517	1919	143
714	2378	1716	340	1157	2782	404
713	961	1114	293	1456	5123	506
2048	38	69	13	266	608	116
100616391	0	0	0	0	0	0
100422914	2	1	0	6	12	3
646262	0	1	0	0	0	0
729059	0	0	0	1	1	0
23028	20842	18606	17606	15384	15983	18287
100422866	0	0	0	0	0	0
7798	7805	6132	6343	7171	7842	8593
3352	0	0	0	0	1	0
100996511	126	36	36	111	30	11
10236	41225	35431	34698	23966	22954	27886
80818	1303	939	826	1795	1290	1154
148898	95	54	91	200	143	99
6920	61	34	47	50	92	101
55616	125	137	156	160	227	195
1870	3295	2695	2550	1994	1416	1448
101928163	61	80	50	40	34	35
105376859	0	0	1	0	0	0
3399	58	42	23	31	111	33
107984928	4	0	0	0	0	0
259283	0	0	0	0	0	0
6135	113563	104190	118938	111203	127278	161742
6924	7726	7002	6221	8852	10551	9880
100506963	674	577	569	718	658	825
57095	7418	7469	6666	5957	6630	6703
105376860	457	380	367	417	466	461
11313	6936	6474	6331	6582	7423	7256
2582	3366	3338	2830	3187	3665	3656
3155	3659	3329	3542	5835	7069	6884
105376861	13	24	17	19	28	44
2517	6038	4921	3836	22790	39478	13036
1269	1032	714	953	1054	1221	1435
107984929	5	1	1	3	9	1
100616492	0	0	0	0	0	0
55629	20119	15868	17637	20914	21201	24109
10772	20083	16374	17257	13010	12144	13560
105378615	0	0	0	0	0	0
105376863	0	0	0	0	0	0
107984931	0	0	1	0	0	0
127294	0	4	1	1	4	0
107985737	0	0	0	0	0	0
105376864	0	1	0	1	3	0
58985	4	0	0	4	4	0
163702	4	2	1	0	1	2
284632	0	0	0	0	0	0
105376871	1	1	2	9	0	1
57822	9	9	14	21	34	40
90529	695	652	676	570	563	602
57185	7063	5850	6905	6256	6342	7291
100750325	11	11	3	9	13	21
11123	1665	1494	1025	2164	2874	1939
100506985	84	61	50	95	120	81
400746	1	0	5	8	8	2
10250	16758	13578	14041	11809	10387	12373
25932	17683	17494	13575	17076	21142	18058
105376876	10	4	17	20	17	51
864	14553	12737	16240	16443	18799	35934
102465437	1	2	8	1	0	4
107984932	37	24	28	35	22	80
105376878	298	294	265	336	349	493
100616365	0	0	0	0	0	1
105376879	41	33	24	20	15	41
25949	6404	5545	6698	7119	8314	9699
57035	3559	2362	3295	3793	3208	3246
105376882	2	1	1	3	1	4
6007	291	228	149	223	136	137
23585	10763	9863	9862	9215	10814	11170
6006	5675	4776	5063	4716	5000	5724
55219	6577	5611	5356	6028	6735	6666
26119	3641	4061	3042	1741	2041	1963
57134	479	461	403	663	1081	733
57190	13942	14588	13252	11516	14401	13672
56181	5497	5033	5408	7218	9173	8688
646471	668	546	702	932	997	866
79000	2818	2687	2218	1934	2143	2135
164091	3922	3375	3098	5236	5716	5009
3925	57082	49556	50239	41881	39082	48723
100500808	2230	1597	1683	1509	1294	1657
105376885	2	0	0	0	0	0
5051	1773	1409	1334	1275	1188	1144
101928216	1	1	4	5	4	2
2134	9	4	13	11	10	14
7780	17	21	10	73	110	17
105376910	0	0	1	0	0	0
84676	30	22	14	81	52	6
149420	2652	1789	1804	2838	2044	2040
105376886	4	2	4	2	2	2
79927	11	5	4	4	3	2
110806296	0	0	0	0	0	1
51042	1850	1702	1754	1234	1292	1588
10256	73	37	62	81	44	129
378807	1	0	0	1	0	1
101928303	31	29	48	31	19	41
64793	8847	6993	7734	5542	5014	6109
83442	72802	69897	63768	68121	95767	67859
91544	3462	2585	2669	2488	2686	2197
1043	13883	10788	9999	8170	10228	7466
55057	12	12	8	5	4	4
257101	28	21	19	11	7	15
79727	3	0	2	2	1	0
79947	3029	2486	2312	3361	3857	3539
101928324	17	8	7	21	14	17
3151	68079	62827	61522	34288	32259	42644
6195	26192	23860	23859	23580	29294	32714
100302190	1	1	0	0	0	0
105376888	1	8	0	0	2	0
101928728	115	137	121	71	79	91
8289	28763	21999	20581	29839	30101	27842
55650	1839	1513	1489	1646	1592	1781
84243	4054	3809	3547	2363	2801	2835
2810	2	1	5	1	6	2
54707	3569	3001	3325	3438	3704	4008
63906	2484	2083	2141	2904	3400	3603
10726	14757	13543	11922	9625	9139	10121
8431	3	5	7	2	3	2
126695	1	0	0	0	0	1
388610	8	11	11	17	7	17
115572	27	28	24	28	22	30
101928391	2	5	0	3	1	1
6548	5438	5221	3925	4307	4825	3870
102723760	0	0	0	0	0	0
105376890	0	0	0	0	0	0
23038	14396	13086	14333	13777	14801	16265
84065	3409	3210	3135	2756	2919	3348
644961	282	209	243	241	230	241
84958	2024	1589	2756	2094	2486	3681
9064	620	679	388	717	1228	581
8547	1	0	0	0	1	0
388611	0	0	1	0	0	1
2827	250	228	208	81	128	101
10163	36649	31439	32538	21855	22175	25001
105376892	46	39	35	72	67	59
27245	5721	4478	5045	5173	5415	4955
2268	1845	1580	1173	1700	2153	1309
111216282	1	8	4	2	3	0
2537	1769	1763	1748	1207	1214	910
199870	952	853	714	595	550	646
23673	3483	2826	2608	1527	1399	1377
5511	11352	10085	10804	9382	9760	12317
677774	5	4	8	3	0	4
9473	6590	5037	6541	9892	8961	11070
6118	12527	12106	11617	9834	10357	13112
27293	752	843	940	265	284	628
55113	2061	1997	1969	1974	2266	2557
2140	6096	4860	3855	4234	3788	3471
5724	10136	7081	7836	23828	29287	21309
22826	21716	18843	19519	16599	17647	21071
93974	8977	8561	8062	7873	8440	8973
83667	8005	7320	9605	8216	10816	12014
54797	2705	2011	1931	2560	2502	2225
65979	12943	10812	11862	13039	14774	14179
1104	15547	15184	12116	7837	7498	9489
8420	4910	3987	5034	2480	2081	3657
6080	162	181	167	78	73	103
26768	142	144	150	41	59	77
54952	1864	1568	1470	1955	2108	1945
85028	678	368	565	542	469	529
692212	9	16	20	6	9	15
677838	63	30	41	25	20	22
677825	40	25	27	28	21	26
692073	38	27	32	32	20	22
115273	193	160	73	530	1055	213
6883	2739	2531	2366	2416	2771	3059
105378616	10	18	16	8	8	10
26824	2	2	2	1	1	1
10691	3175	2657	2273	2441	2637	2492
51441	16358	14306	14028	12688	14362	15418
4985	49	33	55	75	89	84
2035	28733	23463	21517	31553	30082	31818
399474	1435	1131	1109	1488	1367	1547
6429	13968	11373	11287	12996	13481	13438
51102	2453	2187	1956	1442	1290	1698
10076	53	40	43	57	74	69
101928460	0	0	0	0	0	0
107984933	0	0	0	0	0	0
107984934	0	0	0	0	0	0
101929406	0	0	0	0	0	0
105378617	0	0	0	0	0	0
105378618	0	0	0	0	0	0
4146	91	62	54	32	19	32
100129196	153	107	95	72	64	75
7805	361574	270492	356772	307580	398987	357611
100616164	43	34	29	19	28	28
105378620	954	682	1190	513	893	838
105378621	7	1	4	4	10	1
105378622	0	2	0	0	0	0
400748	0	1	0	0	0	1
9672	890	941	235	1139	2247	329
9698	15952	12628	13707	14561	15336	16683
692234	13	21	15	20	10	12
692235	13	25	21	18	10	17
692200	3	0	1	0	0	0
107984935	1	6	4	1	3	2
79570	1	10	6	4	7	6
9410	10139	9277	8097	5838	5747	6664
51538	4127	4032	3536	3179	3417	3739
2170	136	97	107	468	883	384
105378623	0	0	0	0	0	0
107985470	2	0	0	0	0	1
347735	140	236	142	202	315	251
105378625	0	2	0	0	0	0
105379772	0	0	0	0	0	0
149086	5	2	1	3	0	1
284551	7	0	2	11	2	5
105378626	0	0	0	1	0	0
64129	3	0	1	4	2	10
3061	272	261	231	320	363	389
553115	6104	5853	5213	6838	7997	8370
107985471	133	111	90	122	152	166
105378628	4	6	7	10	8	8
1307	10	20	17	10	13	11
101929444	0	0	0	1	0	4
576	61	37	35	29	65	13
100423028	0	0	0	0	0	0
90853	7	20	0	7	7	2
8073	38844	35559	36854	37664	46575	48115
10657	37634	33465	33631	34645	38282	41993
55116	3597	3266	3453	3055	2945	3510
100847018	0	0	0	0	0	1
23633	11769	9792	8952	7930	7918	7907
200081	18062	14642	14207	13194	12829	12887
79140	3491	3383	3299	2781	3047	3404
56063	952	897	853	891	1012	1026
55721	516	408	392	291	198	245
149069	23	15	15	24	13	7
8668	25578	24222	22549	20337	22845	26874
339483	45	42	101	62	61	96
84734	3	4	4	2	1	5
3932	9	2	13	24	2	18
3065	21532	18803	19070	19378	21606	22755
65108	9595	8372	8775	5377	5257	7539
105378629	12	5	10	12	7	21
81629	216	117	282	199	202	175
100128071	71	39	77	69	55	45
55108	5147	4498	3498	6978	7641	6864
728116	7	3	7	13	14	7
653121	346	229	212	238	216	240
102723870	19	11	8	19	12	2
339487	1696	1626	1565	1064	1243	1331
5928	33041	27767	28595	20990	19462	24490
81493	6100	4940	5301	3819	3595	4469
57648	7680	5444	6988	8227	9702	8296
8565	28689	27720	26965	19625	20158	25448
64766	4968	3935	4164	6186	5919	6994
252995	12	9	11	9	9	9
105378631	4	1	1	2	1	1
3208	10	3	5	16	8	15
113452	34	36	53	41	72	61
105378632	0	0	0	0	0	0
127544	3882	3451	3797	6043	9150	8253
204	29304	26482	25290	17931	16852	23420
105378635	0	0	0	1	1	0
113451	245	172	168	163	245	91
112268224	292	222	154	155	339	100
55223	2017	1758	1835	1895	2899	2002
149076	6842	6070	6276	6947	7451	7677
127550	5	1	2	0	2	1
1912	10237	9247	9601	9561	11257	11421
100500853	247	226	226	228	263	285
101929464	5	4	9	12	2	3
7579	1025	689	737	1215	1035	932
114784	6	3	0	1	11	1
105378638	0	0	0	0	0	0
127540	0	0	0	0	0	0
402779	0	0	0	0	0	0
84970	0	0	0	0	0	0
105378639	0	0	0	0	0	0
105378640	0	0	0	0	0	0
105378641	0	0	0	0	0	0
693137	0	0	0	0	0	0
105378642	17	11	10	1	9	9
