# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-p" "-t" "exon" "-g" "gene_id" "-a" "/home/shali/compbio/ensemble_gene_annotation/Homo_sapiens.GRCh38.113.gtf" "-o" "/home/shali/compbio/GSE46056_RNAseq/gene_counts/gene_counts.txt" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827457.bam" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827462.bam" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827467.bam" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827472.bam" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827477.bam" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827482.bam" 
Geneid	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827457.bam	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827462.bam	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827467.bam	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827472.bam	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827477.bam	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827482.bam
ENSG00000250568	29	45	34	44	31	44
ENSG00000231707	4	11	8	5	12	14
ENSG00000249064	0	0	0	0	0	0
ENSG00000200455	0	0	0	0	0	0
ENSG00000201863	0	0	0	0	0	0
ENSG00000078177	4115	2959	3643	3420	3558	4041
ENSG00000132405	3677	3507	2759	2944	4250	3452
ENSG00000187904	1	1	0	3	2	0
ENSG00000202392	2	3	4	4	0	0
ENSG00000173013	41	44	36	43	42	30
ENSG00000173011	1511	1309	1129	1585	2051	1759
ENSG00000109519	2217	1929	1507	1787	2013	2032
ENSG00000200867	0	0	0	0	0	0
ENSG00000264658	0	0	0	0	0	0
ENSG00000178597	0	0	0	0	0	0
ENSG00000172007	410	266	249	530	517	552
ENSG00000145365	471	403	336	317	331	434
ENSG00000120251	2	6	5	5	0	8
ENSG00000223305	1	2	0	2	0	0
ENSG00000163440	0	0	0	0	0	0
ENSG00000109255	2	2	0	0	0	0
ENSG00000251923	0	0	0	0	0	0
ENSG00000250821	0	0	2	0	0	0
ENSG00000090989	2091	1670	1664	2313	2579	2569
ENSG00000202358	2	0	1	1	0	0
ENSG00000174799	1105	905	784	713	792	725
ENSG00000290817	3	0	1	0	0	0
ENSG00000154556	5	0	4	6	3	2
ENSG00000109452	2298	2230	1371	2284	2827	2063
ENSG00000109794	3	4	5	2	4	0
ENSG00000152784	710	497	796	868	867	1167
ENSG00000138675	2	0	2	0	0	0
ENSG00000048342	16	15	17	11	16	28
ENSG00000164134	5854	4749	3860	3099	2877	3223
ENSG00000249693	8	3	0	0	2	2
ENSG00000248590	0	0	0	0	0	0
ENSG00000280285	0	1	0	0	0	0
ENSG00000128040	52	44	151	180	118	447
ENSG00000196810	551	432	436	441	379	459
ENSG00000251176	0	0	0	0	0	0
ENSG00000174473	2	6	0	2	8	8
ENSG00000248637	0	1	0	0	0	0
ENSG00000250892	1	0	7	0	0	0
ENSG00000198155	2	0	0	2	0	1
ENSG00000251188	4	2	0	6	1	0
ENSG00000251689	0	0	0	0	0	0
ENSG00000186777	1	3	0	2	4	0
ENSG00000251535	0	0	3	2	0	2
ENSG00000131127	1030	529	658	828	517	638
ENSG00000248564	1	0	1	0	0	0
ENSG00000250321	167	160	206	150	154	206
ENSG00000207642	0	0	0	0	0	1
ENSG00000249025	0	0	0	0	0	0
ENSG00000272885	1	0	0	0	0	3
ENSG00000182903	1161	902	1215	1062	1041	1455
ENSG00000250361	74	62	39	134	100	51
ENSG00000135226	4	0	2	4	0	2
ENSG00000251691	0	0	0	2	0	0
ENSG00000250612	3	0	0	0	1	3
ENSG00000268209	0	0	0	0	0	0
ENSG00000215110	0	0	0	0	0	0
ENSG00000248824	0	2	0	0	1	0
ENSG00000249956	0	0	0	1	0	0
ENSG00000250828	0	0	0	0	0	0
ENSG00000249686	0	0	0	0	0	0
ENSG00000156096	0	0	0	1	0	0
ENSG00000173610	0	0	0	2	0	0
ENSG00000159692	4567	3969	4139	3686	3749	4099
ENSG00000197826	0	0	0	0	0	0
ENSG00000232327	0	0	0	0	1	0
ENSG00000152785	4	0	12	19	30	12
ENSG00000138669	111	82	99	85	157	175
ENSG00000251059	0	0	0	0	0	0
ENSG00000207065	2	0	0	0	0	0
ENSG00000138696	0	0	0	0	0	0
ENSG00000182168	0	0	2	2	0	2
ENSG00000242936	0	0	0	0	0	0
ENSG00000151247	2541	2197	2373	1800	1916	2041
ENSG00000249055	1	0	0	2	1	0
ENSG00000214886	0	0	0	1	0	0
ENSG00000287512	1	0	0	0	0	0
ENSG00000252548	0	0	0	0	0	0
ENSG00000164024	4629	3838	3730	3052	3139	3663
ENSG00000265213	0	0	0	0	0	0
ENSG00000250496	1	0	0	0	0	0
ENSG00000272777	19	10	21	19	5	17
ENSG00000197894	5470	4816	4472	4894	5460	5662
ENSG00000198099	0	0	0	4	0	0
ENSG00000172955	4	2	7	5	1	1
ENSG00000187758	0	0	0	0	0	0
ENSG00000196616	0	0	2	0	1	0
ENSG00000248144	1	0	0	0	0	0
ENSG00000207732	0	0	0	0	0	0
ENSG00000163138	362	238	254	234	175	243
ENSG00000185774	1	4	1	2	0	0
ENSG00000272995	0	0	0	0	2	0
ENSG00000250243	0	0	0	0	0	0
ENSG00000283281	0	0	0	0	0	0
ENSG00000286318	0	0	0	0	0	0
ENSG00000242768	0	0	0	0	0	0
ENSG00000248343	0	0	0	0	0	0
ENSG00000280650	0	0	0	0	0	0
ENSG00000171476	16	13	64	123	35	235
ENSG00000260596	0	0	0	0	0	0
ENSG00000168936	1666	1608	1521	1817	2138	2131
ENSG00000174343	8	5	4	4	12	6
ENSG00000239010	0	0	0	0	0	0
ENSG00000163694	499	371	166	873	1161	741
ENSG00000250893	0	0	0	0	0	0
ENSG00000242197	0	0	0	0	0	0
ENSG00000263642	0	0	0	0	0	0
ENSG00000163697	54	24	49	45	60	43
ENSG00000109133	2876	2796	1824	1182	1304	1141
ENSG00000156140	2367	1875	1247	590	708	239
ENSG00000221639	0	0	0	0	0	0
ENSG00000249976	0	0	0	0	0	0
ENSG00000081051	13	0	4	11	2	1
ENSG00000079557	0	0	0	0	0	0
ENSG00000156194	0	0	0	2	2	0
ENSG00000088926	0	0	0	0	0	0
ENSG00000290441	0	0	0	1	0	2
ENSG00000163995	0	0	0	2	1	1
ENSG00000251615	55	47	65	88	98	114
ENSG00000087008	833	680	690	837	816	803
ENSG00000202054	0	0	0	0	0	0
ENSG00000164074	1025	682	751	760	664	630
ENSG00000145431	1503	1309	990	1538	1645	1362
ENSG00000248629	0	0	0	0	0	0
ENSG00000280284	0	0	0	0	0	0
ENSG00000278880	0	0	0	0	0	0
ENSG00000250622	0	0	0	0	0	2
ENSG00000252350	0	0	0	0	0	0
ENSG00000183439	193	109	93	208	109	129
ENSG00000109536	1599	1472	1416	1320	1460	1736
ENSG00000249462	0	0	0	0	0	0
ENSG00000271307	0	0	0	0	0	0
ENSG00000251297	0	0	3	0	0	0
ENSG00000199572	0	0	0	0	0	0
ENSG00000201145	0	0	1	0	0	0
ENSG00000224807	0	0	0	0	0	0
ENSG00000205097	2	0	0	0	0	0
ENSG00000250053	0	0	0	0	0	0
ENSG00000214273	0	2	5	6	6	6
ENSG00000249003	0	0	0	0	0	0
ENSG00000281720	0	0	0	0	0	0
ENSG00000281652	0	0	0	0	0	0
ENSG00000281058	0	0	0	0	0	0
ENSG00000280799	0	0	0	0	0	0
ENSG00000258834	0	0	0	0	0	0
ENSG00000280757	0	0	0	0	0	0
ENSG00000281627	0	0	0	0	0	0
ENSG00000280457	0	0	0	0	0	0
ENSG00000064042	42	45	24	78	128	73
ENSG00000178222	21	6	19	15	16	28
ENSG00000181215	0	0	0	0	0	4
ENSG00000251162	0	0	0	0	0	0
ENSG00000223037	0	0	0	0	0	0
ENSG00000248162	0	0	0	0	0	0
ENSG00000248771	1	0	0	0	0	0
ENSG00000205940	37	27	23	25	22	29
ENSG00000292984	0	0	0	0	0	0
ENSG00000248302	0	0	0	0	0	0
ENSG00000292991	0	0	0	0	0	0
ENSG00000249259	0	0	0	0	0	0
ENSG00000227304	0	0	0	0	0	0
ENSG00000293008	0	0	0	0	0	0
ENSG00000251429	1	0	1	0	0	1
ENSG00000249506	3	0	1	1	0	0
ENSG00000293014	0	0	0	0	0	0
ENSG00000230219	0	0	0	0	0	0
ENSG00000293019	0	0	1	0	0	0
ENSG00000250315	0	0	0	0	0	0
ENSG00000293020	0	0	0	0	0	0
ENSG00000181359	66	105	80	36	79	66
ENSG00000293021	0	0	0	0	0	0
ENSG00000250596	0	0	0	0	0	0
ENSG00000205100	18	17	8	15	14	14
ENSG00000293097	0	0	0	0	0	0
ENSG00000248863	0	0	0	0	0	0
ENSG00000293157	0	2	2	0	2	0
ENSG00000224097	0	0	0	0	0	0
ENSG00000293167	0	0	0	2	0	3
ENSG00000249138	0	0	0	0	0	0
ENSG00000293200	0	0	0	1	0	0
ENSG00000251441	2	2	2	2	4	1
ENSG00000293208	0	0	0	0	0	0
ENSG00000248840	0	0	0	0	0	0
ENSG00000196656	142	122	88	144	120	107
ENSG00000293227	0	0	0	0	0	0
ENSG00000178636	0	2	0	2	0	0
ENSG00000248924	0	0	0	0	0	0
ENSG00000236296	0	0	0	0	0	0
ENSG00000215127	0	0	0	0	0	0
ENSG00000250426	0	0	0	0	0	0
ENSG00000243175	0	0	0	0	0	0
ENSG00000205794	0	0	0	0	0	0
ENSG00000293349	0	0	0	0	3	2
ENSG00000251595	3	2	7	2	1	3
ENSG00000293360	22	11	11	16	4	15
ENSG00000249065	0	0	0	0	0	0
ENSG00000293361	0	0	0	0	0	0
ENSG00000234124	0	0	0	0	0	0
ENSG00000293421	0	0	0	0	0	0
ENSG00000224786	0	0	0	0	0	0
ENSG00000215367	0	0	0	0	0	0
ENSG00000284516	0	0	0	0	0	0
ENSG00000293348	0	5	0	3	1	2
ENSG00000293301	0	0	0	0	0	0
ENSG00000153147	12211	10458	11029	11113	12108	12371
ENSG00000163631	125	23	103	174	258	184
ENSG00000184985	5	0	4	0	6	0
ENSG00000206113	1	4	4	6	6	0
ENSG00000284684	0	0	0	0	0	0
ENSG00000109458	1784	1273	1102	1694	1474	1129
ENSG00000121210	1861	1732	1424	1487	1411	1535
ENSG00000287216	3	1	3	0	0	0
ENSG00000248208	0	1	2	1	6	2
ENSG00000250771	0	0	0	0	0	0
ENSG00000137462	280	248	165	948	1402	1122
ENSG00000145428	1	2	1	7	8	3
ENSG00000249309	0	0	0	0	0	0
ENSG00000145423	0	0	0	0	0	0
ENSG00000250656	15	4	3	7	3	9
ENSG00000270228	12	2	5	7	5	7
ENSG00000270292	4	3	4	0	0	0
ENSG00000109163	30	14	14	35	8	25
ENSG00000202374	0	0	0	0	0	0
ENSG00000232398	4	3	0	5	2	0
ENSG00000153802	2	0	0	7	0	0
ENSG00000187054	0	0	2	0	0	0
ENSG00000293343	0	0	0	0	0	0
ENSG00000271977	0	0	0	0	0	0
ENSG00000251669	0	0	0	0	0	0
ENSG00000288589	0	0	0	0	0	0
ENSG00000273447	8	8	8	3	9	6
ENSG00000185477	709	477	217	394	525	406
ENSG00000251252	0	0	0	0	0	0
ENSG00000250497	4	2	3	6	6	9
ENSG00000224569	1	0	0	0	0	0
ENSG00000248698	0	0	0	0	0	0
ENSG00000251412	0	0	0	0	0	0
ENSG00000248425	0	0	0	0	0	0
ENSG00000251213	0	0	0	0	0	0
ENSG00000289210	5	9	3	9	4	10
ENSG00000164117	451	406	250	586	812	480
ENSG00000164118	875	678	719	680	592	678
ENSG00000249875	1	0	0	0	0	0
ENSG00000248305	1	0	0	1	3	1
ENSG00000248795	10	9	10	8	28	13
ENSG00000250977	0	0	0	0	0	0
ENSG00000249262	0	0	0	0	0	0
ENSG00000170502	966	899	837	827	1047	1039
ENSG00000152583	10	5	6	2	2	2
ENSG00000290012	0	0	0	0	0	0
ENSG00000225356	0	7	0	0	2	0
ENSG00000286860	0	1	0	0	2	0
ENSG00000251742	0	0	0	0	0	0
ENSG00000251433	0	0	0	0	0	2
ENSG00000248266	0	0	0	0	0	0
ENSG00000221227	0	0	0	0	0	0
ENSG00000242670	1	4	2	1	1	4
ENSG00000134853	25	11	4	45	60	10
ENSG00000286093	0	0	0	0	2	0
ENSG00000128050	9601	8971	7745	4692	4052	5277
ENSG00000196503	6	7	3	9	0	7
ENSG00000236562	1	7	0	1	2	8
ENSG00000287383	0	0	0	0	0	0
ENSG00000221563	0	0	0	0	0	0
ENSG00000244099	0	0	0	0	0	0
ENSG00000293344	0	0	0	0	1	0
ENSG00000290910	0	0	0	0	2	0
ENSG00000269559	21	8	20	9	9	23
ENSG00000163644	947	853	751	1078	1067	1039
ENSG00000287181	0	0	0	0	0	0
ENSG00000199862	0	0	0	0	0	0
ENSG00000250945	0	0	0	0	0	0
ENSG00000248715	0	0	0	0	0	0
ENSG00000241392	0	0	0	0	0	0
ENSG00000252014	0	0	0	0	0	0
ENSG00000249416	0	0	0	0	0	0
ENSG00000251598	1	0	0	1	2	0
ENSG00000251051	0	0	0	0	0	0
ENSG00000248369	0	0	0	0	0	0
ENSG00000251398	0	0	0	0	0	0
ENSG00000249038	0	0	0	0	0	0
ENSG00000145425	23230	20001	23972	21319	23383	31864
ENSG00000201264	1	1	1	1	0	0
ENSG00000109686	27	11	20	20	19	21
ENSG00000208797	0	0	0	0	0	0
ENSG00000270681	29	23	27	14	34	35
ENSG00000249012	0	0	0	0	0	0
ENSG00000189099	0	0	0	0	0	0
ENSG00000250350	1	0	0	0	0	0
ENSG00000252544	0	0	0	0	0	0
ENSG00000164142	35	44	17	22	28	20
ENSG00000253019	0	0	0	0	0	0
ENSG00000059691	1530	1409	1321	1275	1204	1383
ENSG00000251455	9	9	0	2	5	6
ENSG00000248480	0	0	0	0	0	0
ENSG00000150630	17	42	7	6	43	6
ENSG00000249458	0	0	0	0	0	0
ENSG00000222859	0	0	0	0	0	0
ENSG00000109674	531	523	324	266	206	188
ENSG00000249084	0	2	2	0	2	4
ENSG00000038002	663	523	666	504	623	746
ENSG00000201931	0	0	0	0	0	0
ENSG00000253000	0	0	0	0	0	0
ENSG00000253077	0	0	0	0	0	0
ENSG00000272856	0	0	2	0	0	0
ENSG00000250302	0	0	2	0	0	0
ENSG00000293644	0	0	0	0	0	0
ENSG00000293643	1	0	0	0	0	0
ENSG00000249771	2	0	0	0	0	0
ENSG00000163736	1226	1166	259	238	254	117
ENSG00000249539	0	0	0	0	0	0
ENSG00000250523	0	0	0	0	0	0
ENSG00000275826	0	0	0	0	0	0
ENSG00000252275	0	0	0	0	0	0
ENSG00000278974	0	0	0	0	0	0
ENSG00000293004	3	4	3	9	6	11
ENSG00000237684	0	0	0	0	0	0
ENSG00000213492	0	0	0	0	0	0
ENSG00000286269	0	1	0	0	2	0
ENSG00000293213	2	2	0	0	0	0
ENSG00000109654	10	11	14	41	31	38
ENSG00000074966	710	497	769	2047	1797	1809
ENSG00000087266	3080	2224	2342	4098	4083	3575
ENSG00000269506	4	1	10	6	7	11
ENSG00000109220	856	799	941	1032	1158	1268
ENSG00000180613	0	0	0	0	0	0
ENSG00000138744	1166	531	269	939	718	539
ENSG00000287542	0	0	0	0	0	0
ENSG00000138641	23	26	23	32	21	44
ENSG00000207524	1	0	1	0	0	1
ENSG00000177432	532	429	367	505	653	459
ENSG00000248019	88	44	91	113	62	37
ENSG00000278151	0	0	0	0	0	0
ENSG00000276003	0	0	0	0	0	0
ENSG00000145287	1340	1293	1624	2663	2242	3432
ENSG00000251526	0	0	0	0	0	2
ENSG00000249464	11	11	1	8	11	12
ENSG00000250458	0	0	0	0	0	0
ENSG00000250484	3	0	0	0	0	0
ENSG00000273267	0	0	0	0	0	0
ENSG00000251460	0	0	0	0	0	0
ENSG00000118816	16522	14100	14728	22235	27336	26743
ENSG00000289443	36	21	36	81	55	39
ENSG00000288888	4	0	2	10	15	9
ENSG00000293704	0	0	0	0	0	0
ENSG00000293755	0	0	0	0	0	0
ENSG00000293756	0	0	0	0	0	0
ENSG00000293769	0	0	0	0	0	0
ENSG00000249348	105	57	91	149	151	166
ENSG00000255458	2	1	2	2	6	8
ENSG00000293809	22	24	24	9	10	9
ENSG00000293831	0	0	0	0	0	0
ENSG00000287262	14	4	10	12	19	8
ENSG00000293837	0	0	0	0	0	0
ENSG00000293868	0	0	0	0	0	0
ENSG00000293882	0	0	0	0	0	0
ENSG00000293888	0	0	4	0	0	0
ENSG00000293907	0	0	0	0	0	0
ENSG00000293918	1	0	0	0	0	0
ENSG00000293926	0	0	0	0	0	0
ENSG00000293931	0	0	0	0	0	0
ENSG00000293935	0	0	0	0	0	0
ENSG00000293961	0	0	0	0	0	0
ENSG00000293998	0	0	0	0	0	0
ENSG00000251511	0	0	0	0	0	0
ENSG00000294010	0	0	0	0	0	0
ENSG00000294018	0	0	0	0	0	0
ENSG00000294044	0	1	0	0	0	0
ENSG00000294059	0	0	0	0	0	0
ENSG00000294067	0	0	0	0	0	0
ENSG00000294069	0	0	0	0	0	0
ENSG00000283083	0	0	0	0	0	0
ENSG00000249334	2	2	0	0	0	2
ENSG00000289496	10	8	12	5	12	8
ENSG00000249152	0	0	0	0	0	0
ENSG00000294131	45	29	38	33	14	37
ENSG00000249727	0	0	0	0	0	0
ENSG00000294145	0	0	0	1	2	0
ENSG00000294158	0	0	0	0	0	0
ENSG00000294159	0	0	0	0	0	1
ENSG00000289586	188	169	148	132	120	122
ENSG00000294176	0	0	0	0	0	0
ENSG00000294177	2	0	0	0	0	2
ENSG00000294184	4	8	6	3	8	7
ENSG00000294185	0	1	1	2	2	2
ENSG00000294205	0	0	0	0	0	0
ENSG00000249955	0	1	2	2	1	0
ENSG00000294217	2	0	1	0	1	1
ENSG00000294226	0	0	0	0	0	0
ENSG00000294246	0	0	0	0	0	0
ENSG00000294250	0	0	0	0	0	0
ENSG00000294257	0	0	0	0	0	0
ENSG00000294267	0	0	0	0	0	0
ENSG00000294272	0	0	0	0	0	0
ENSG00000294286	0	0	0	0	0	0
ENSG00000294303	0	0	0	0	0	0
ENSG00000294308	0	0	0	0	0	0
ENSG00000294315	0	0	0	0	0	0
ENSG00000231171	0	0	0	0	0	0
ENSG00000248242	3	3	5	4	10	0
ENSG00000287748	0	0	0	0	0	0
ENSG00000294363	3	7	6	2	2	5
ENSG00000294364	0	0	0	1	0	0
ENSG00000289032	2	0	4	2	2	10
ENSG00000294380	0	0	0	0	0	0
ENSG00000294387	2	2	3	0	0	4
ENSG00000287360	0	0	0	0	0	0
ENSG00000248373	12	8	6	17	16	12
ENSG00000294435	0	0	0	0	2	0
ENSG00000294443	0	0	0	0	0	0
ENSG00000246560	78	72	64	23	27	21
ENSG00000294463	2	0	0	0	0	0
ENSG00000294511	0	0	0	0	0	0
ENSG00000294523	0	0	0	0	2	0
ENSG00000294539	0	0	0	0	0	0
ENSG00000294579	0	0	0	0	0	0
ENSG00000294591	0	0	0	0	0	0
ENSG00000294615	0	0	0	0	0	0
ENSG00000273396	0	0	0	2	0	0
ENSG00000245213	101	125	118	98	99	165
ENSG00000294637	3	0	0	1	6	0
ENSG00000272870	49	58	48	114	121	126
ENSG00000290017	217	118	233	176	198	190
ENSG00000294679	0	0	0	0	0	0
ENSG00000294686	0	0	0	0	0	0
ENSG00000294687	0	0	0	0	0	0
ENSG00000248774	329	277	292	167	155	169
ENSG00000288728	16	26	25	9	10	14
ENSG00000294732	0	0	0	0	0	0
ENSG00000294745	0	0	0	0	0	0
ENSG00000294756	0	0	0	0	0	0
ENSG00000249679	0	0	0	0	0	0
ENSG00000251329	0	0	0	0	0	0
ENSG00000294842	0	0	0	0	0	0
ENSG00000294855	0	0	0	0	0	0
ENSG00000272969	5	5	0	0	0	2
ENSG00000294912	0	0	0	0	0	0
ENSG00000294930	0	0	0	0	0	0
ENSG00000287841	0	0	0	2	0	0
ENSG00000294940	0	0	0	0	0	0
ENSG00000294957	0	0	0	0	0	0
ENSG00000246375	1	3	1	3	3	0
ENSG00000250538	0	0	0	0	0	0
ENSG00000295039	0	0	0	0	0	1
ENSG00000249022	1	0	0	0	0	0
ENSG00000287424	0	0	0	0	0	0
ENSG00000295061	0	0	0	0	0	0
ENSG00000295073	0	0	0	0	0	0
ENSG00000295074	0	0	0	0	0	0
ENSG00000248431	2	0	0	0	0	0
ENSG00000295150	6	6	2	0	7	0
ENSG00000295172	0	0	0	0	0	0
ENSG00000295194	0	0	0	0	0	0
ENSG00000287072	0	0	0	0	0	0
ENSG00000248228	0	0	0	0	0	0
ENSG00000295254	0	0	0	0	0	0
ENSG00000251298	0	2	0	0	0	0
ENSG00000251688	0	0	0	0	0	0
ENSG00000269893	1915	1706	2133	1506	1666	2428
ENSG00000295364	0	0	0	0	0	0
ENSG00000295367	0	0	0	0	0	0
ENSG00000295373	0	0	0	0	0	0
ENSG00000295397	0	0	0	0	0	0
ENSG00000295417	0	0	0	0	0	0
ENSG00000250572	0	0	0	0	0	0
ENSG00000250064	0	0	0	0	0	0
ENSG00000295430	0	0	0	0	0	0
ENSG00000295435	0	0	0	0	0	0
ENSG00000295436	2	6	4	2	4	4
ENSG00000295439	2	0	0	0	0	1
ENSG00000261268	0	0	2	0	0	0
ENSG00000286141	0	0	0	0	0	0
ENSG00000286896	0	0	0	0	0	0
ENSG00000295486	0	0	0	0	0	0
ENSG00000295489	0	0	0	0	0	0
ENSG00000295491	0	1	0	0	0	1
ENSG00000249599	0	0	0	0	0	0
ENSG00000273247	62	75	73	107	140	148
ENSG00000295539	5	2	5	19	13	17
ENSG00000295560	0	0	0	0	0	0
ENSG00000251244	0	0	2	0	0	0
ENSG00000295567	0	0	0	0	0	0
ENSG00000295574	0	0	0	0	0	0
ENSG00000289139	0	0	0	0	0	0
ENSG00000248764	0	0	0	0	0	0
ENSG00000295585	0	0	0	0	0	0
ENSG00000295598	0	2	0	0	2	0
ENSG00000249413	0	0	0	0	0	0
ENSG00000295628	0	0	0	0	0	1
ENSG00000248187	0	2	2	4	4	0
ENSG00000295654	1	0	0	0	1	0
ENSG00000295675	0	0	0	0	0	0
ENSG00000295681	0	0	0	0	0	2
ENSG00000286720	0	0	0	0	0	0
ENSG00000248307	0	0	0	0	0	0
ENSG00000286066	0	0	0	0	0	0
ENSG00000295709	0	0	0	0	0	0
ENSG00000295717	0	0	0	0	0	0
ENSG00000250033	3	4	7	15	31	5
ENSG00000295723	0	0	0	2	0	0
ENSG00000295731	0	0	0	0	0	0
ENSG00000249818	0	0	0	0	0	0
ENSG00000287144	0	0	0	0	0	0
ENSG00000295738	0	0	0	0	0	0
ENSG00000295742	0	0	0	0	0	0
ENSG00000295743	0	0	0	0	0	0
ENSG00000295744	0	0	0	1	0	0
ENSG00000295753	2	4	0	1	5	0
ENSG00000295776	0	0	0	0	0	0
ENSG00000289999	1	0	0	0	0	0
ENSG00000295800	0	0	0	0	0	0
ENSG00000250241	0	0	0	0	0	0
ENSG00000295815	2	0	2	0	0	0
ENSG00000232021	23	12	17	13	6	13
ENSG00000250326	84	58	83	107	73	139
ENSG00000283314	0	2	0	0	0	0
ENSG00000249673	399	415	412	398	376	321
ENSG00000248215	0	0	0	0	0	1
ENSG00000295852	0	3	0	0	1	0
ENSG00000250413	18	13	11	12	17	11
ENSG00000295861	0	0	0	0	0	0
ENSG00000287660	0	0	0	0	0	0
ENSG00000295877	0	2	0	0	1	0
ENSG00000295880	0	0	0	0	0	0
ENSG00000246526	6	13	3	10	2	15
ENSG00000295891	0	0	0	0	0	0
ENSG00000295892	0	0	0	0	0	0
ENSG00000295897	0	0	0	0	0	0
ENSG00000295898	0	1	2	0	0	1
ENSG00000249317	0	0	0	0	0	0
ENSG00000295951	0	0	0	0	0	0
ENSG00000295992	0	0	0	1	0	1
ENSG00000295993	0	1	0	0	0	1
ENSG00000290374	17	14	16	9	1	16
ENSG00000251075	23	20	1	6	5	2
ENSG00000245322	7	4	10	6	7	13
ENSG00000250590	0	0	0	0	0	0
ENSG00000296061	0	1	0	1	0	2
ENSG00000250486	9	4	6	6	14	16
ENSG00000249642	0	0	0	0	0	0
ENSG00000289249	0	0	0	0	0	0
ENSG00000289149	66	64	71	51	45	76
ENSG00000296091	0	0	0	0	0	0
ENSG00000296107	0	0	0	1	0	0
ENSG00000251081	0	0	0	0	0	0
ENSG00000281731	6	0	5	18	5	21
ENSG00000296144	0	0	0	0	0	0
ENSG00000232648	30	43	36	29	40	35
ENSG00000296171	0	0	0	0	0	0
ENSG00000296178	1	0	0	0	2	0
ENSG00000268471	106	89	72	80	58	60
ENSG00000283383	0	0	0	0	0	0
ENSG00000289393	17	16	19	7	22	30
ENSG00000269921	18	22	2	20	10	8
ENSG00000296277	0	0	0	0	0	0
ENSG00000296282	0	0	0	0	0	0
ENSG00000296294	159	135	145	183	202	177
ENSG00000296308	0	0	0	0	0	0
ENSG00000296311	7	9	0	0	3	2
ENSG00000245954	0	0	2	0	0	0
ENSG00000296328	0	0	0	0	0	0
ENSG00000296337	1	2	2	2	2	3
ENSG00000296345	0	0	0	0	0	0
ENSG00000296398	1	0	3	4	5	2
ENSG00000296399	0	0	0	0	0	0
ENSG00000235149	0	0	0	0	0	0
ENSG00000296420	0	0	0	0	0	0
ENSG00000287060	0	1	0	1	0	0
ENSG00000296482	0	2	0	0	2	0
ENSG00000296485	0	0	0	2	2	0
ENSG00000250195	0	0	0	1	0	0
ENSG00000288785	0	4	1	3	2	1
ENSG00000296531	0	0	0	0	0	0
ENSG00000296542	2	0	0	1	1	0
ENSG00000296545	0	0	0	0	0	0
ENSG00000296549	8	12	4	3	6	2
ENSG00000249513	0	0	0	0	0	0
ENSG00000296561	1	0	2	1	0	0
ENSG00000296563	0	0	0	0	0	0
ENSG00000296566	8	12	12	8	12	8
ENSG00000296588	0	3	3	3	2	5
ENSG00000296605	0	0	0	0	0	0
ENSG00000296611	0	0	0	0	0	0
ENSG00000251139	0	0	2	2	0	2
ENSG00000296628	0	0	0	0	0	0
ENSG00000296635	0	0	0	0	0	0
ENSG00000296649	0	0	0	0	0	0
ENSG00000296788	0	0	0	0	0	0
ENSG00000286321	2	0	0	0	0	2
ENSG00000296854	0	0	0	0	0	0
ENSG00000296865	0	2	0	0	0	0
ENSG00000293471	21	18	7	9	1	7
ENSG00000234111	0	0	0	0	0	0
ENSG00000289320	15	15	11	2	6	5
ENSG00000250141	0	0	0	0	0	0
ENSG00000296945	0	2	8	10	14	16
ENSG00000249460	0	0	0	0	0	0
ENSG00000296956	0	0	0	0	0	0
ENSG00000296976	0	0	0	0	0	0
ENSG00000297065	0	0	0	0	0	0
ENSG00000286320	2	0	0	0	0	3
ENSG00000286784	0	0	0	0	0	0
ENSG00000251619	0	0	0	0	0	0
ENSG00000250626	0	0	0	0	0	0
ENSG00000297156	0	0	0	1	0	1
ENSG00000297175	0	0	0	0	0	0
ENSG00000297220	0	0	0	0	0	0
ENSG00000297225	6	6	4	9	4	0
ENSG00000226757	0	0	0	0	0	0
ENSG00000297261	0	0	0	0	0	0
ENSG00000251040	0	0	0	0	0	0
ENSG00000297289	0	0	0	0	0	0
ENSG00000286821	0	0	0	0	0	0
ENSG00000297334	0	0	0	0	0	0
ENSG00000297398	1	0	0	1	0	0
ENSG00000297408	0	0	1	1	0	0
ENSG00000297414	6	12	0	18	12	25
ENSG00000297429	0	0	0	0	0	0
ENSG00000297440	0	0	0	0	0	1
ENSG00000287104	46	38	58	34	60	101
ENSG00000297461	0	0	0	0	0	0
ENSG00000297599	6	10	2	12	7	4
ENSG00000250102	0	0	0	0	0	0
ENSG00000287164	5	7	0	1	0	5
ENSG00000297630	0	0	0	0	0	0
ENSG00000286596	1	0	0	0	0	0
